dataset,split,model,train_mae,train_rmse,train_r2,val_mae,val_rmse,val_r2,test_mae,test_rmse,test_r2,n_train,n_val,n_test,epochs,train_time_h,units
perovskites,periodictablegroups,coGN,0.0004160520641905306,0.0005330133805429286,0.999999504417725,0.02621082006782084,0.050457387525252924,0.9955959603188804,0.3610124258744821,0.4525391876038222,0.5367116318964613,12961,1851,4116,800,0.3961,eV/unit cell
perovskites,periodictablegroups,coNGN,0.00040811495385895753,0.0005242294147016207,0.9999995206173483,0.029618449579262206,0.05305325718593674,0.9951311565958975,0.3386563306768851,0.42571351798389145,0.5900094068381607,12961,1851,4116,600,1.0421,eV/unit cell
perovskites,pointgroup,coGN,0.0004331764370703599,0.0006376016567630564,0.9999993264435025,0.030751455810480503,0.06864147767822104,0.9923533061061928,0.10746794901715166,0.14039973696027,0.9367828775407457,13378,1911,3639,800,0.4217,eV/unit cell
perovskites,pointgroup,coNGN,0.00044333140180622755,0.0006248707550670342,0.9999993530725859,0.03436926177842713,0.07271060355995528,0.9914198287458644,0.10276357684441588,0.13511177740619854,0.9414551699413847,13378,1911,3639,600,1.0936,eV/unit cell
perovskites,sgnum,coGN,0.0004133726352230266,0.00189234335073823,0.999994134706351,0.031186817645556815,0.07388312861405556,0.9903760673829094,0.0983179629303737,0.1267219218428833,0.9485001888181722,13378,1911,3639,800,0.4186,eV/unit cell
perovskites,sgnum,coNGN,0.0004901886231904795,0.0018755930359169858,0.9999942380815644,0.0335660142251712,0.0706973829172436,0.9911881175884201,0.09090395406866203,0.12110292309066635,0.9529660571451439,13378,1911,3639,600,1.1024,eV/unit cell
phonons,chemsys,coGN,0.7350524872833244,1.3306482246486577,0.999992952887212,34.95152288835883,55.17542210767368,0.9865770681543329,43.15795054031421,69.38064087513105,0.9784466725964589,885,126,254,800,0.091,cm⁻¹
phonons,chemsys,coNGN,0.29078493608271266,0.4052157854433744,0.9999993464822089,29.105646076445133,53.406209938710546,0.9874240855687318,36.26847346484065,66.25299659609176,0.9803460990129411,885,126,254,600,0.1607,cm⁻¹
phonons,composition,coGN,0.7423890591638592,3.0873020576825856,0.9999611736601085,46.47704529199689,117.98000203025124,0.937429489562185,46.7568434777964,114.16284556114844,0.9472131884290411,888,126,251,800,0.0858,cm⁻¹
phonons,composition,coNGN,0.40217802613560766,2.710371728508084,0.9999700755673924,34.98689223160861,75.456137910636,0.9744057713810413,44.93816444724932,133.475729450557,0.9278426681446948,888,126,251,600,0.1536,cm⁻¹
phonons,crystalsys,coGN,0.7578264377856989,1.2943326914939894,0.9999927866287681,36.904209034313375,78.72227156540909,0.9616561258026457,58.85498780290538,100.11311107743313,0.9675210857715372,853,121,291,800,0.0922,cm⁻¹
phonons,crystalsys,coNGN,0.2877373459122838,0.43241981284902964,0.9999991948855682,33.228580848954635,67.66132020272231,0.9716742321614169,58.842958311352994,136.8140550877062,0.9393429873082664,853,121,291,600,0.1731,cm⁻¹
phonons,elements,coGN,0.9025354195981173,3.8644483933504894,0.9999365573601298,52.06366988145802,109.45900003893577,0.9682535774413582,95.31129360289715,152.16565248566917,0.8866867922513872,832,118,315,800,0.0716,cm⁻¹
phonons,elements,coNGN,0.45804239684679715,2.6732907113707056,0.9999696402213681,44.26544508247782,108.15853487467511,0.969003444800352,93.14091236243853,153.16034011731236,0.8852005220716803,832,118,315,600,0.1357,cm⁻¹
